"","Gene symbol","Gene names","up_regulate","down_regulate","n_literature","up_down","percentage"
"6327","MIR4765","microRNA 4765",1,0,1,"up",1
"6328","MIR492","microRNA 492",1,0,1,"up",1
"6329","MIR493","microRNA 493",0,1,1,"down",1
"6330","MIR503HG","MIR503 host gene",1,0,1,"up",1
"6331","MIR5047","microRNA 5047",1,0,1,"up",1
"6332","MIR508","microRNA 508",0,1,1,"down",1
"6333","MIR5187","microRNA 5187",1,0,1,"up",1
"6334","MIR519D","microRNA 519d",0,0,0,"down",NA
"6335","MIR543","microRNA 543",0,1,1,"down",1
"6336","MIR548B","microRNA 548b",0,1,1,"down",1
"6337","MIR5695","microRNA 5695",0,1,1,"down",1
"6338","MIR5739","microRNA 5739",0,1,1,"down",1
"6339","MIR574","microRNA 574",1,0,1,"up",1
"6340","MIR584","microRNA 584",0,1,1,"down",1
"6341","MIR586","microRNA 586",0,1,1,"down",1
"6342","MIR589","microRNA 589",0,1,1,"down",1
"6343","MIR590","microRNA 590",0,1,1,"down",1
"6344","MIR600HG","MIR600 host gene",0,1,1,"down",1
"6345","MIR612","microRNA 612",1,0,1,"up",1
"6346","MIR616","microRNA 616",1,0,1,"up",1
"6347","MIR631","microRNA 631",1,0,1,"up",1
"6348","MIR647","microRNA 647",0,1,1,"down",1
"6349","MIR654","microRNA 654",0,1,1,"down",1
"6350","MIR663A","microRNA 663a",1,1,2,"down",0.5
"6351","MIR668","microRNA 668",1,0,1,"up",1
"6352","MIR6724-1","microRNA 6724-1",0,0,0,"down",NA
"6353","MIR6733","microRNA 6733",0,1,1,"down",1
"6354","MIR675","microRNA 675",0,1,1,"down",1
"6355","MIR6844","microRNA 6844",0,1,1,"down",1
"6356","MIR6873","microRNA 6873",0,1,1,"down",1
"6357","MIR711","microRNA 711",1,0,1,"up",1
"6358","MIR744","microRNA 744",0,1,1,"down",1
"6359","MIR758","microRNA 758",0,1,1,"down",1
"6360","MIR760","microRNA 760",1,0,1,"up",1
"6361","MIR7706","microRNA 7706",0,1,1,"down",1
"6362","MIR7974","microRNA 7974",0,1,1,"down",1
"6363","MIR8084","microRNA 8084",1,0,1,"up",1
"6364","MIR9-1HG","MIR9-1 host gene",0,0,0,"down",NA
"6365","MIR9-3HG","Mir9-3 host gene",0,0,0,"down",NA
"6366","MIR924HG","MIR924 host gene",0,1,1,"down",1
"6367","MIR92B","microRNA 92b",0,1,1,"down",1
"6368","MIR98","microRNA 98",0,1,1,"down",1
"6369","MIR99B","microRNA 99b",1,0,1,"up",1
"6370","MIRLET7A1","microRNA let-7a-1",1,1,2,"down",0.5
"6371","MIRLET7BHG","MIRLET7B host gene",1,0,1,"up",1
"6372","MIS12","MIS12 kinetochore complex component",1,1,2,"down",0.5
"6373","MIS18A","MIS18 kinetochore protein A",0,4,4,"down",1
"6374","MIS18BP1","MIS18 binding protein 1",0,1,1,"down",1
"6375","MISP","mitotic spindle positioning",1,0,1,"up",1
"6376","MITF","melanogenesis associated transcription factor",3,4,7,"down",0.571428571428571
"6377","MKI67","antigen identified by monoclonal antibody Ki 67",2,17,19,"down",0.894736842105263
"6378","MKKS","McKusick-Kaufman syndrome",0,1,1,"down",1
"6379","MKLN1","muskelin 1, intracellular mediator containing kelch motifs",1,0,1,"up",1
"6380","MKNK1","MAP kinase-interacting serine/threonine kinase 1",2,0,2,"up",1
"6381","MKNK2","MAP kinase-interacting serine/threonine kinase 2",1,0,1,"up",1
"6382","MKRN1","makorin, ring finger protein, 1",0,2,2,"down",1
"6383","MKRN2","makorin, ring finger protein, 2",1,1,2,"down",0.5
"6384","MKRN2OS","makorin, ring finger protein 2, opposite strand",1,0,1,"up",1
"6385","MKS1","MKS transition zone complex subunit 1",0,1,1,"down",1
"6386","MLANA","melan-A",1,1,2,"down",0.5
"6387","MLC1","megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)",1,2,3,"down",0.666666666666667
"6388","MLEC","malectin",0,1,1,"down",1
"6389","MLF2","myeloid leukemia factor 2",2,2,4,"down",0.5
"6390","MLH1","mutL homolog 1",0,1,1,"down",1
"6391","MLKL","mixed lineage kinase domain-like",0,1,1,"down",1
"6392","MLLT1","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1",1,1,2,"down",0.5
"6393","MLLT10","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10",0,1,1,"down",1
"6394","MLLT11","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11",2,2,4,"down",0.5
"6395","MLLT3","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3",1,0,1,"up",1
"6396","MLNR","motilin receptor",1,0,1,"up",1
"6397","MLXIP","MLX interacting protein",1,0,1,"up",1
"6398","MLXIPL","MLX interacting protein-like",2,0,2,"up",1
"6399","MLYCD","malonyl-CoA decarboxylase",2,0,2,"up",1
"6400","MMAA","methylmalonic aciduria (cobalamin deficiency) type A",1,0,1,"up",1
"6401","MMAB","methylmalonic aciduria (cobalamin deficiency) cblB type homolog (human)",0,2,2,"down",1
"6402","MMACHC","methylmalonic aciduria cblC type, with homocystinuria",0,1,1,"down",1
"6403","MMD","monocyte to macrophage differentiation-associated",3,0,3,"up",1
"6404","MME","membrane metallo endopeptidase",2,2,4,"down",0.5
"6405","MMGT1","membrane magnesium transporter 1",1,0,1,"up",1
"6406","MMP1","matrix metallopeptidase 1",11,5,16,"up",0.6875
"6407","MMP10","matrix metallopeptidase 10",8,2,10,"up",0.8
"6408","MMP11","matrix metallopeptidase 11",5,0,5,"up",1
"6409","MMP12","matrix metallopeptidase 12",9,1,10,"up",0.9
"6410","MMP13","matrix metallopeptidase 13",18,1,19,"up",0.947368421052632
"6411","MMP14","matrix metallopeptidase 14 (membrane-inserted)",7,5,12,"up",0.583333333333333
"6412","MMP15","matrix metallopeptidase 15",3,0,3,"up",1
"6413","MMP16","matrix metallopeptidase 16",2,1,3,"up",0.666666666666667
"6414","MMP17","matrix metallopeptidase 17",1,1,2,"down",0.5
"6415","MMP19","matrix metallopeptidase 19",0,1,1,"down",1
"6416","MMP2","matrix metallopeptidase 2",12,2,14,"up",0.857142857142857
"6417","MMP20","matrix metallopeptidase 20 (enamelysin)",1,0,1,"up",1
"6418","MMP23A","matrix metallopeptidase 23A (pseudogene)",1,0,1,"up",1
"6419","MMP23B","matrix metallopeptidase 23B",1,1,2,"down",0.5
"6420","MMP24","matrix metallopeptidase 24",3,0,3,"up",1
"6421","MMP24OS","MMP24 opposite strand",0,0,0,"down",NA
"6422","MMP27","matrix metallopeptidase 27",1,0,1,"up",1
"6423","MMP28","matrix metallopeptidase 28 (epilysin)",2,0,2,"up",1
"6424","MMP3","matrix metallopeptidase 3",22,2,24,"up",0.916666666666667
"6425","MMP7","matrix metallopeptidase 7",5,3,8,"up",0.625
"6426","MMP8","matrix metallopeptidase 8",3,0,3,"up",1
"6427","MMP9","matrix metallopeptidase 9",14,3,17,"up",0.823529411764706
"6428","MMRN2","multimerin 2",2,2,4,"down",0.5
"6429","MMS22L","MMS22-like, DNA repair protein",0,2,2,"down",1
"6430","MN1","meningioma 1",1,1,2,"down",0.5
"6431","MND1","meiotic nuclear divisions 1",0,4,4,"down",1
"6432","MNS1","meiosis-specific nuclear structural protein 1",0,3,3,"down",1
"6433","MNX1","motor neuron and pancreas homeobox 1",1,0,1,"up",1
"6434","MOAP1","modulator of apoptosis 1",1,0,1,"up",1
"6435","MOB1A","MOB kinase activator 1A",0,1,1,"down",1
"6436","MOB1B","MOB kinase activator 1B",1,0,1,"up",1
"6437","MOB2","MOB kinase activator 2",1,0,1,"up",1
"6438","MOB3A","MOB kinase activator 3A",1,0,1,"up",1
"6439","MOB3B","MOB kinase activator 3B",1,1,2,"down",0.5
"6440","MOB3C","MOB kinase activator 3C",2,0,2,"up",1
"6441","MOCOS","molybdenum cofactor sulfurase",0,1,1,"down",1
"6442","MOCS1","molybdenum cofactor synthesis 1",1,0,1,"up",1
"6443","MOCS2","molybdenum cofactor synthesis 2",0,1,1,"down",1
"6444","MOGS","mannosyl-oligosaccharide glucosidase",1,0,1,"up",1
"6445","MOK","MOK protein kinase",0,1,1,"down",1
"6446","MORC2","MORC family CW-type zinc finger 2",1,0,1,"up",1
"6447","MORC2-AS1","MORC2 antisense RNA 1",1,0,1,"up",1
"6448","MORC3","microrchidia 3",2,1,3,"up",0.666666666666667
"6449","MORC4","microrchidia 4",0,2,2,"down",1
"6450","MORF4","mortality factor 4 (pseudogene)",1,0,1,"up",1
"6451","MORF4L2","mortality factor 4 like 2",0,1,1,"down",1
"6452","MORN4","MORN repeat containing 4",0,1,1,"down",1
"6453","MOS","Moloney sarcoma oncogene",2,0,2,"up",1
"6454","MOSPD1","motile sperm domain containing 1",1,0,1,"up",1
"6455","MOSPD2","motile sperm domain containing 2",2,0,2,"up",1
"6456","MOV10","Mov10 RISC complex RNA helicase",1,1,2,"down",0.5
"6457","MOXD1","monooxygenase, DBH-like 1",1,3,4,"down",0.75
"6458","MPC1","mitochondrial pyruvate carrier 1",1,2,3,"down",0.666666666666667
"6459","MPC2","mitochondrial pyruvate carrier 2",1,1,2,"down",0.5
"6460","MPDU1","mannose-P-dolichol utilization defect 1",0,1,1,"down",1
"6461","MPDZ","multiple PDZ domain crumbs cell polarity complex component",1,2,3,"down",0.666666666666667
"6462","MPG","N-methylpurine-DNA glycosylase",1,0,1,"up",1
"6463","MPHOSPH6","M phase phosphoprotein 6",1,2,3,"down",0.666666666666667
"6464","MPHOSPH8","M-phase phosphoprotein 8",1,0,1,"up",1
"6465","MPHOSPH9","M-phase phosphoprotein 9",0,1,1,"down",1
"6466","MPND","MPN domain containing",0,2,2,"down",1
"6467","MPO","myeloperoxidase",1,0,1,"up",1
"6468","MPP6","membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)",0,1,1,"down",1
"6469","MPPE1","metallophosphoesterase 1",2,0,2,"up",1
"6470","MPPED2","metallophosphoesterase domain containing 2",0,2,2,"down",1
"6471","MPZL1","myelin protein zero-like 1",3,0,3,"up",1
"6472","MPZL2","myelin protein zero-like 2",1,0,1,"up",1
"6473","MPZL3","myelin protein zero-like 3",3,0,3,"up",1
"6474","MR1","major histocompatibility complex, class I-related",3,0,3,"up",1
"6475","MRAP2","melanocortin 2 receptor accessory protein 2",1,0,1,"up",1
"6476","MRAS","muscle and microspikes RAS",2,0,2,"up",1
"6477","MRC1","mannose receptor, C type 1",2,0,2,"up",1
"6478","MRC2","mannose receptor, C type 2",3,2,5,"up",0.6
"6479","MREG","melanoregulin",1,1,2,"down",0.5
"6480","MRGBP","MRG/MORF4L binding protein",1,0,1,"up",1
"6481","MRGPRX3","MAS related GPR family member X3",2,0,2,"up",1
"6482","MRI1","methylthioribose-1-phosphate isomerase 1",1,0,1,"up",1
"6483","MRM1","mitochondrial rRNA methyltransferase 1",0,1,1,"down",1
"6484","MRM2","mitochondrial rRNA methyltransferase 2",0,0,0,"down",NA
"6485","MRM3","mitochondrial rRNA methyltransferase 3",0,0,0,"down",NA
"6486","MRNIP","MRN complex interacting protein",1,0,1,"up",1
"6487","MRO","maestro",1,0,1,"up",1
"6488","MROH1","maestro heat-like repeat family member 1",1,0,1,"up",1
"6489","MROH6","maestro heat-like repeat family member 6",0,1,1,"down",1
"6490","MROH9","maestro heat-like repeat family member 9",2,0,2,"up",1
"6491","MRPL1","mitochondrial ribosomal protein L1",0,2,2,"down",1
"6492","MRPL11","mitochondrial ribosomal protein L11",0,2,2,"down",1
"6493","MRPL12","mitochondrial ribosomal protein L12",0,2,2,"down",1
"6494","MRPL15","mitochondrial ribosomal protein L15",1,0,1,"up",1
"6495","MRPL17","mitochondrial ribosomal protein L17",0,1,1,"down",1
"6496","MRPL19","mitochondrial ribosomal protein L19",0,2,2,"down",1
"6497","MRPL2","mitochondrial ribosomal protein L2",0,1,1,"down",1
"6498","MRPL22","mitochondrial ribosomal protein L22",0,1,1,"down",1
"6499","MRPL23","mitochondrial ribosomal protein L23",0,1,1,"down",1
"6500","MRPL23-AS1","MRPL23 antisense RNA 1",1,0,1,"up",1
"6501","MRPL3","mitochondrial ribosomal protein L3",0,2,2,"down",1
"6502","MRPL30","mitochondrial ribosomal protein L30",0,1,1,"down",1
"6503","MRPL32","mitochondrial ribosomal protein L32",1,0,1,"up",1
"6504","MRPL34","mitochondrial ribosomal protein L34",2,0,2,"up",1
"6505","MRPL36","mitochondrial ribosomal protein L36",1,1,2,"down",0.5
"6506","MRPL37","mitochondrial ribosomal protein L37",0,1,1,"down",1
"6507","MRPL41","mitochondrial ribosomal protein L41",2,0,2,"up",1
"6508","MRPL42","mitochondrial ribosomal protein L42",0,2,2,"down",1
"6509","MRPL46","mitochondrial ribosomal protein L46",0,1,1,"down",1
"6510","MRPL47","mitochondrial ribosomal protein L47",0,1,1,"down",1
"6511","MRPL48","mitochondrial ribosomal protein L48",0,2,2,"down",1
"6512","MRPL50","mitochondrial ribosomal protein L50",1,0,1,"up",1
"6513","MRPL53","mitochondrial ribosomal protein L53",0,1,1,"down",1
"6514","MRPL54","mitochondrial ribosomal protein L54",0,2,2,"down",1
"6515","MRPL55","mitochondrial ribosomal protein L55",1,0,1,"up",1
"6516","MRPL58","mitochondrial ribosomal protein L58",0,1,1,"down",1
"6517","MRPL9","mitochondrial ribosomal protein L9",0,2,2,"down",1
"6518","MRPS10","mitochondrial ribosomal protein S10",0,2,2,"down",1
"6519","MRPS12","mitochondrial ribosomal protein S12",0,1,1,"down",1
"6520","MRPS14","mitochondrial ribosomal protein S14",0,1,1,"down",1
"6521","MRPS15","mitochondrial ribosomal protein S15",0,1,1,"down",1
"6522","MRPS18A","mitochondrial ribosomal protein S18A",1,1,2,"down",0.5
"6523","MRPS18B","mitochondrial ribosomal protein S18B",0,2,2,"down",1
"6524","MRPS18C","mitochondrial ribosomal protein S18C",0,1,1,"down",1
"6525","MRPS22","mitochondrial ribosomal protein S22",0,2,2,"down",1
"6526","MRPS23","mitochondrial ribosomal protein S23",0,1,1,"down",1
"6527","MRPS25","mitochondrial ribosomal protein S25",2,0,2,"up",1
"6528","MRPS27","mitochondrial ribosomal protein S27",0,1,1,"down",1
"6529","MRPS30","mitochondrial ribosomal protein S30",0,1,1,"down",1
"6530","MRPS31","mitochondrial ribosomal protein S31",0,1,1,"down",1
"6531","MRPS33","mitochondrial ribosomal protein S33",0,1,1,"down",1
"6532","MRPS36","mitochondrial ribosomal protein S36",1,1,2,"down",0.5
"6533","MRPS5","mitochondrial ribosomal protein S5",1,0,1,"up",1
"6534","MRPS7","mitchondrial ribosomal protein S7",0,1,1,"down",1
"6535","MRPS9","mitochondrial ribosomal protein S9",0,2,2,"down",1
"6536","MRS2","MRS2 magnesium transporter",1,0,1,"up",1
"6537","MRTFA","myocardin related transcription factor A",0,0,0,"down",NA
"6538","MRTFB","myocardin related transcription factor B",0,0,0,"down",NA
"6539","MRTO4","mRNA turnover 4, ribosome maturation factor",1,4,5,"down",0.8
"6540","MSANTD2","Myb/SANT-like DNA-binding domain containing 2",0,1,1,"down",1
"6541","MSANTD3","Myb/SANT-like DNA-binding domain containing 3",1,0,1,"up",1
"6542","MSC","musculin",3,1,4,"up",0.75
"6543","MSH2","mutS homolog 2",0,3,3,"down",1
"6544","MSH6","mutS homolog 6",0,3,3,"down",1
"6545","MSI1","musashi RNA-binding protein 1",1,1,2,"down",0.5
"6546","MSI2","musashi RNA-binding protein 2",1,1,2,"down",0.5
"6547","MSL1","male specific lethal 1",0,1,1,"down",1
"6548","MSL2","MSL complex subunit 2",0,3,3,"down",1
"6549","MSLN","mesothelin",3,0,3,"up",1
"6550","MSMB","beta-microseminoprotein",1,0,1,"up",1
"6551","MSMO1","methylsterol monoxygenase 1",1,3,4,"down",0.75
"6552","MSMP","microseminoprotein, prostate associated",1,0,1,"up",1
"6553","MSN","moesin",1,2,3,"down",0.666666666666667
"6554","MSRA","methionine sulfoxide reductase A",0,1,1,"down",1
"6555","MSRB1","methionine sulfoxide reductase B1",2,0,2,"up",1
"6556","MSRB3","methionine sulfoxide reductase B3",1,2,3,"down",0.666666666666667
"6557","MST1","macrophage stimulating 1 (hepatocyte growth factor-like)",1,1,2,"down",0.5
"6558","MST1L","macrophage stimulating 1 like",2,0,2,"up",1
"6559","MST1P2","macrophage stimulating 1 pseudogene 2",2,0,2,"up",1
"6560","MSTN","myostatin",0,1,1,"down",1
"6561","MSX1","msh homeobox 1",0,1,1,"down",1
"6562","MSX2","msh homeobox 2",1,3,4,"down",0.75
"6563","MT1E","metallothionein 1E",1,2,3,"down",0.666666666666667
"6564","MT1F","metallothionein 1F",1,1,2,"down",0.5
"6565","MT1G","metallothionein 1G",2,0,2,"up",1
"6566","MT1H","metallothionein 1H",1,0,1,"up",1
"6567","MT1L","metallothionein 1L, pseudogene",1,0,1,"up",1
"6568","MT1M","metallothionein 1M",0,3,3,"down",1
"6569","MT1X","metallothionein 1X",2,1,3,"up",0.666666666666667
"6570","MT2A","metallothionein 2A",4,3,7,"up",0.571428571428571
"6571","MT3","metallothionein 3",2,1,3,"up",0.666666666666667
"6572","MTAP","methylthioadenosine phosphorylase",0,1,1,"down",1
"6573","MTBP","Mdm2, transformed 3T3 cell double minute p53 binding protein",0,2,2,"down",1
"6574","MTCH1","mitochondrial carrier 1",1,0,1,"up",1
"6575","MTCL1","microtubule crosslinking factor 1",0,1,1,"down",1
"6576","MTDH","metadherin",1,1,2,"down",0.5
"6577","MTERF1","mitochondrial transcription termination factor 1",0,0,0,"down",NA
"6578","MTERF2","mitochondrial transcription termination factor 2",1,0,1,"up",1
"6579","MTERF3","mitochondrial transcription termination factor 3",0,0,0,"down",NA
"6580","MTF1","metal response element binding transcription factor 1",1,0,1,"up",1
"6581","MTF2","metal response element binding transcription factor 2",0,1,1,"down",1
"6582","MTFP1","mitochondrial fission process 1",0,4,4,"down",1
"6583","MTFR1","mitochondrial fission regulator 1",1,1,2,"down",0.5
"6584","MTFR1L","mitochondrial fission regulator 1-like",2,0,2,"up",1
"6585","MTFR2","mitochondrial fission regulator 2",0,5,5,"down",1
"6586","MTG1","mitochondrial ribosome-associated GTPase 1",0,2,2,"down",1
"6587","MTHFD1","methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase",0,4,4,"down",1
"6588","MTHFD1L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like",0,1,1,"down",1
"6589","MTHFD2","methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase",2,1,3,"up",0.666666666666667
"6590","MTHFR","methylenetetrahydrofolate reductase",1,1,2,"down",0.5
"6591","MTHFS","5, 10-methenyltetrahydrofolate synthetase",1,0,1,"up",1
"6592","MTIF2","mitochondrial translational initiation factor 2",0,1,1,"down",1
"6593","MTM1","X-linked myotubular myopathy gene 1",1,0,1,"up",1
"6594","MTMR10","myotubularin related protein 10",0,1,1,"down",1
"6595","MTMR11","myotubularin related protein 11",1,1,2,"down",0.5
"6596","MTMR12","myotubularin related protein 12",1,0,1,"up",1
"6597","MTMR14","myotubularin related protein 14",1,0,1,"up",1
"6598","MTMR2","myotubularin related protein 2",1,2,3,"down",0.666666666666667
"6599","MTMR3","myotubularin related protein 3",1,0,1,"up",1
"6600","MTMR4","myotubularin related protein 4",0,2,2,"down",1
"6601","MTMR6","myotubularin related protein 6",1,1,2,"down",0.5
"6602","MTMR7","myotubularin related protein 7",1,0,1,"up",1
"6603","MTMR9LP","myotubularin related protein 9 like, pseudogene",0,1,1,"down",1
"6604","MTO1","mitochondrial tRNA translation optimization 1",1,0,1,"up",1
"6605","MTOR","mechanistic target of rapamycin kinase",36,10,46,"up",0.782608695652174
"6606","MTPAP","mitochondrial poly(A) polymerase",0,1,1,"down",1
"6607","MTPN","myotrophin",1,0,1,"up",1
"6608","MTRES1","mitochondrial transcription rescue factor 1",0,0,0,"down",NA
"6609","MTREX","Mtr4 exosome RNA helicase",0,0,0,"down",NA
"6610","MTRF1L","mitochondrial translational release factor 1-like",1,0,1,"up",1
"6611","MTRNR2L8","MT-RNR2 like 8",1,0,1,"up",1
"6612","MTRR","5-methyltetrahydrofolate-homocysteine methyltransferase reductase",0,1,1,"down",1
"6613","MTSS1","MTSS I-BAR domain containing 1",2,1,3,"up",0.666666666666667
"6614","MTTP","microsomal triglyceride transfer protein",0,2,2,"down",1
"6615","MTURN","maturin, neural progenitor differentiation regulator homolog (Xenopus)",3,0,3,"up",1
"6616","MTUS1","mitochondrial tumor suppressor 1",1,2,3,"down",0.666666666666667
"6617","MTX2","metaxin 2",0,1,1,"down",1
"6618","MTX3","metaxin 3",0,1,1,"down",1
"6619","MUC1","mucin 1, transmembrane",4,1,5,"up",0.8
